userId,sport,avg_hr,avg_speed,start_time,duration_min,start_lat,start_lon
10921915,bike,149.152,,2014-06-01 14:36:04,172.48333333333332,60.17334298230708,24.649767307564616
10921915,bike,133.262,27.026459999999997,2014-05-20 23:27:49,55.4,60.17425292171538,24.650152288377285
10921915,bike,134.466,,2014-04-28 15:47:51,102.05,60.173179283738136,24.650004683062434
10921915,bike,154.416,27.92655360000002,2014-04-20 18:10:17,71.88333333333334,60.173255559057,24.64993368834257
10921915,bike (transport),104.736,15.880759200000004,2014-04-20 17:32:03,34.78333333333333,60.17325120046735,24.64992782101035
10921915,bike,133.15,,2014-04-18 16:26:35,199.16666666666666,60.17326754517853,24.64979002252221
10921915,bike,144.556,,2014-04-13 22:17:20,39.35,60.173258827999234,24.649814749136567
4969375,run,122.104,,2014-04-09 21:33:23,64.8,52.2226809,6.8854929
4969375,run,146.994,,2014-03-04 04:48:53,70.06666666666666,52.2111711,6.9144073
4969375,run,127.922,,2014-03-01 15:32:09,168.76666666666668,52.2110297,6.9141348
4969375,run,134.918,,2014-02-15 16:02:43,108.38333333333334,52.1936673,6.8678543
4969375,run,132.414,,2014-02-12 04:47:06,85.3,52.2112195,6.9143328
4969375,run,125.346,,2014-02-06 05:12:25,50.583333333333336,52.2111481,6.9133737
4969375,run,135.668,,2014-02-04 05:01:33,76.51666666666667,52.2111104,6.9143129
4969375,run,116.704,,2014-01-29 04:15:25,76.85,52.2110612,6.9144751
4969375,run,138.0,,2014-01-21 04:19:26,90.4,52.2111263,6.9144667
4969375,run,127.574,,2014-01-18 15:32:13,186.08333333333334,52.2111823,6.9144635
4969375,run,130.96,,2014-01-15 04:24:49,101.31666666666666,52.2111563,6.9141788
4969375,run,130.314,,2014-01-13 04:05:17,92.26666666666667,52.2118817,6.9152264
4969375,run,142.142,,2014-01-03 16:52:04,70.08333333333333,52.2107066,6.9099469
4969375,run,135.318,,2013-12-31 16:05:15,104.98333333333333,52.2111243,6.9143592
4969375,run,123.94,,2013-12-30 01:10:03,170.15,52.2112263,6.9142914
4969375,run,128.806,,2013-12-28 16:08:36,105.03333333333333,52.2111611,6.9143423
4969375,run,132.37,,2013-12-24 17:27:48,115.95,52.2109394,6.9141765
4969375,bike (transport),111.12,,2013-12-22 18:32:08,54.733333333333334,52.2653804,7.0300117
4969375,run,156.414,,2013-12-22 17:00:08,41.766666666666666,52.2656985,7.0297093
4969375,bike (transport),99.178,,2013-12-22 15:45:55,44.266666666666666,52.2113204,6.9140049
4969375,run,153.924,,2013-12-03 04:46:37,72.33333333333333,52.2110728,6.9145412
4969375,run,133.518,,2013-11-30 15:32:15,290.4166666666667,52.2109838,6.914236
4969375,run,134.886,,2013-11-26 05:01:21,57.15,52.2111905,6.9144375
4969375,run,128.73,,2013-11-23 16:03:37,97.56666666666666,52.193612,6.8679974
4969375,run,125.936,,2013-11-16 15:32:53,191.66666666666666,52.2111954,6.914364
4969375,run,135.536,,2013-11-12 17:54:13,154.73333333333332,52.2112716,6.9146439
4969375,run,125.826,,2013-11-09 16:02:37,99.38333333333334,52.1936306,6.8679479
4969375,run,138.72,,2013-11-05 18:27:33,98.56666666666666,52.211054,6.9147627
4969375,run,132.358,,2013-10-12 14:02:02,94.11666666666666,52.1936761,6.8679113
4969375,run,132.078,,2013-10-05 13:03:46,60.516666666666666,52.1937008,6.8678807
4969375,run,122.11,,2013-09-25 21:35:16,73.88333333333334,52.2246374,6.885562
4969375,run,138.814,,2013-09-23 03:12:07,57.18333333333333,52.2111178,6.9141563
4969375,run,137.28,,2013-09-12 02:39:32,77.41666666666667,52.2121712,6.9147499
4969375,run,144.292,,2013-09-06 00:54:15,72.05,52.2112293,6.9145343
4969375,run,141.138,,2013-09-03 02:40:28,71.55,52.2111386,6.9145191
4969375,run,119.674,,2013-08-28 21:31:57,62.333333333333336,52.2243883,6.8853656
4969375,run,135.752,,2013-08-24 13:27:24,274.6666666666667,52.2114127,6.9147011
4969375,run,147.968,,2013-07-30 14:36:46,80.68333333333334,52.2111158,6.9143156
4969375,run,146.102,,2013-07-08 13:23:44,93.11666666666666,52.2109958,6.9142481
4969375,run,145.326,,2013-07-03 02:47:24,58.21666666666667,52.2110724,6.9145144
4969375,run,125.718,,2013-06-29 13:33:54,168.28333333333333,52.2111471,6.9145671
4969375,run,148.8,,2013-06-25 01:34:42,94.61666666666666,52.211181,6.9145145
4969375,run,147.5,,2013-06-22 13:22:44,68.28333333333333,52.2110839,6.9142868
4969375,run,143.058,,2013-06-14 03:12:51,67.93333333333334,52.2111117,6.9145
4969375,run,125.186,,2013-06-09 13:01:15,147.46666666666667,52.2110862,6.9142413
4969375,run,120.316,,2013-06-08 02:55:42,62.96666666666667,52.2109513,6.9145142
4969375,run,147.144,,2013-06-04 02:31:03,69.01666666666667,52.211284,6.914821
4969375,run,138.486,,2013-06-01 12:11:49,120.81666666666666,52.2109642,6.9141538
4969375,run,137.446,,2013-05-25 14:02:33,155.31666666666666,52.1935962,6.8678141
4969375,run,159.186,,2013-05-19 15:59:24,90.66666666666667,52.1767497,6.799237
4969375,run,127.16,,2013-05-18 14:05:14,99.63333333333334,52.1936614,6.8679421
4969375,run,149.57,,2013-05-09 22:58:54,57.46666666666667,52.211053,6.9143263
4969375,run,143.992,,2013-05-07 11:57:08,76.06666666666666,55.7891846,10.0242279
4969375,run,139.41,,2013-05-02 22:07:23,58.88333333333333,55.789133,10.0240127
4969375,run,129.818,,2013-04-13 14:02:59,97.36666666666666,52.1935585,6.8680002
4969375,bike (transport),117.786,,2013-04-07 18:09:38,31.666666666666668,52.2532381,6.806075
4969375,run,153.19,,2013-04-07 15:59:36,90.16666666666667,52.2535553,6.8087277
4969375,bike (transport),106.982,,2013-04-07 14:55:06,30.816666666666666,52.2108723,6.9148202
4969375,run,136.768,,2013-04-06 13:30:44,188.85,52.2110502,6.9144171
4969375,bike (transport),123.434,,2013-04-01 20:19:33,32.916666666666664,52.2626769,7.0078312
4969375,run,155.928,,2013-04-01 17:00:38,105.13333333333334,52.262808,7.0077933
4969375,bike (transport),116.552,,2013-04-01 15:52:17,39.43333333333333,52.2110657,6.9145252
4969375,run,130.864,,2013-03-29 16:02:54,160.08333333333334,52.2111242,6.9144415
4969375,run,159.544,,2013-03-24 18:00:33,68.03333333333333,52.1549725,6.7417923
4969375,run,133.21,,2013-03-17 15:36:22,156.66666666666666,52.3658039,6.4426236
4969375,run,149.492,,2013-03-09 17:15:37,118.53333333333333,52.3681455,6.447165
4969375,bike,131.026,,2013-02-22 01:49:01,42.53333333333333,52.2525372,6.8071634
4969375,run,134.48,,2013-02-22 00:36:56,58.68333333333333,52.2527984,6.8077037
4969375,run,151.288,,2013-02-03 19:00:21,197.68333333333334,52.2215257,5.9538684
4969375,run,132.014,,2013-01-22 17:46:22,172.21666666666667,52.2110618,6.9143407
4969375,run,135.364,,2013-01-18 22:49:59,125.75,52.2108966,6.9143023
4969375,run,132.616,,2013-01-16 02:08:46,104.4,52.2110721,6.9143684
4969375,run,127.676,,2013-01-14 03:05:59,116.8,52.2110626,6.914428
4969375,run,154.46,,2013-01-06 18:00:34,59.18333333333333,52.2151561,6.9525234
4969375,run,151.054,,2013-01-04 15:54:16,63.25,52.2110823,6.9144587
4969375,run,138.852,,2013-01-02 04:24:00,73.5,52.2083904,6.9118418
4969375,run,128.708,,2012-12-30 15:27:40,190.48333333333332,52.2298965,7.7530971
4969375,run,123.458,,2012-12-16 18:19:50,119.65,52.2655487,7.029931
4969375,run,145.488,,2012-12-16 17:00:36,41.35,52.2656382,7.0297859
4969375,run,137.99,,2012-12-10 03:57:21,61.833333333333336,52.2114966,6.9150346
4969375,run,148.718,,2012-12-05 02:46:07,95.68333333333334,52.2116607,6.9160532
4969375,run,130.322,,2012-12-02 15:21:11,223.4,52.2110557,6.9143663
4969375,run,153.784,,2012-11-18 17:59:48,85.03333333333333,52.176753,6.799316
4969375,run,131.352,,2012-11-17 15:32:38,169.7,52.2120078,6.9144538
4969375,bike (transport),119.76,,2012-11-11 18:35:06,43.233333333333334,52.2638773,7.0302695
4969375,run,156.214,,2012-11-11 16:59:09,41.3,52.2656724,7.029722
4969375,bike (transport),114.008,,2012-11-11 16:05:06,40.68333333333333,52.2093015,6.914343
4969375,run,130.902,,2012-10-16 23:21:31,75.83333333333333,52.2114048,6.9143931
4969375,run,158.47,,2012-10-14 16:00:13,83.38333333333334,52.1936448,6.8681294
4969375,run,119.158,,2012-10-13 02:09:13,49.333333333333336,52.2111489,6.9143504
4969375,run,160.38,,2012-10-07 18:02:42,83.95,52.3135635,6.9292712
4969375,run,148.52,,2012-10-05 00:48:15,95.56666666666666,52.2117177,6.9145717
4969375,run,144.978,,2012-09-30 13:31:32,79.9,52.2107212,6.9142587
4969375,run,129.88,,2012-09-29 14:03:25,144.38333333333333,52.1939463,6.8681341
4969375,run,142.618,,2012-09-17 02:10:23,68.76666666666667,52.2110817,6.9146368
4969375,run,130.866,,2012-09-15 12:25:24,119.55,52.2109881,6.9141572
4969375,run,132.236,,2012-09-08 12:26:30,85.3,52.2111028,6.9143405
4969375,run,132.092,,2012-09-02 12:53:05,132.85,52.2110581,6.9143488
4969375,run,145.014,,2012-09-01 13:28:15,72.46666666666667,52.2110892,6.9144292
4969375,run,129.166,,2012-08-29 03:00:01,78.1,52.2111802,6.9143961
4969375,run,137.274,,2012-08-19 12:04:06,106.66666666666667,52.2110484,6.9142618
4969375,run,150.8,,2012-08-18 12:27:34,68.55,52.2109521,6.9141429
4969375,run,141.766,,2012-08-14 13:11:53,113.53333333333333,52.2107528,6.9140009
4969375,run,143.808,,2012-08-12 13:56:01,71.06666666666666,52.211022,6.9142637
4969375,run,146.648,,2012-08-09 13:54:36,74.43333333333334,52.2111293,6.9143207
4969375,run,105.552,,2012-07-03 01:48:35,52.5,52.2112534,6.9149575
4969375,run,136.342,,2012-07-01 12:30:24,119.21666666666667,52.2111252,6.9145196
4969375,run,124.826,,2012-06-30 15:30:39,63.483333333333334,51.9789119,6.3027303
4969375,run,135.888,,2012-06-24 12:37:13,150.7,52.2114264,6.9139597
4969375,run,148.046,,2012-06-23 12:58:27,55.56666666666667,52.2119138,6.9144456
4969375,run,140.162,,2012-06-19 02:57:19,70.63333333333334,52.2111106,6.9143561
4969375,run,132.594,,2012-06-16 13:55:27,134.86666666666667,52.185965,6.8883354
4969375,run,125.322,,2012-06-10 14:17:33,137.13333333333333,52.211083,6.9143815
4969375,run,136.202,,2012-06-03 14:09:29,140.76666666666668,52.21104,6.9143579
4969375,run,109.564,,2012-05-30 21:32:30,80.8,52.2247265,6.8853589
4969375,run,153.246,,2012-05-28 13:40:40,103.85,52.2051223,6.9252333
4969375,bike,116.224,,2012-05-20 17:37:50,31.866666666666667,52.17664794065058,6.799206817522645
4969375,run,160.064,,2012-05-20 15:30:49,86.71666666666667,52.1767645329237,6.799208242446184
4969375,bike,109.618,,2012-05-20 14:40:47,37.68333333333333,52.21184019930661,6.9143640249967575
4969375,run,144.014,,2012-05-18 13:20:46,71.01666666666667,52.2112722,6.9145386
4969375,run,134.762,,2012-05-15 02:09:58,67.66666666666667,52.20981697551906,6.9107212498784065
4969375,run,153.832,,2012-05-12 12:30:19,78.65,52.2111267,6.914251
4969375,run,150.38,,2012-05-06 13:10:03,109.13333333333334,52.2110663,6.914242
4969375,run,146.41,,2012-05-04 13:02:48,54.6,52.2111409,6.9144067
4969375,run,101.702,,2012-04-25 21:37:05,68.06666666666666,52.2244653,6.885435
4969375,run,143.6,,2012-04-17 02:40:27,54.05,52.210922,6.9148379
4969375,run,131.116,,2012-04-14 15:30:47,168.53333333333333,52.2110421,6.9142479
4969375,bike (transport),102.36,,2012-04-09 17:56:46,37.18333333333333,52.2530011,6.8060807
4969375,run,158.078,,2012-04-09 16:00:11,82.96666666666667,52.2535754,6.8088027
4969375,run,134.39,,2012-04-08 13:10:02,52.8,52.2109588,6.9140496
4969375,run,132.504,,2012-04-06 13:54:56,168.76666666666668,52.2110948,6.9144045
4969375,run,143.75,,2012-04-03 22:08:00,52.833333333333336,52.1938628,6.8680388
4969375,bike (transport),104.562,,2012-04-03 21:24:11,34.166666666666664,52.2112732,6.9142921
4969375,run,127.868,,2012-04-03 03:20:29,71.38333333333334,52.2107793,6.9147643
4969375,run,156.874,,2012-04-01 17:00:17,99.2,52.2628091275692,7.007745383307338
4969375,bike (transport),112.79,,2012-04-01 16:00:01,34.583333333333336,52.2110217,6.9142645
4969375,run,131.962,,2012-03-30 21:20:20,88.81666666666666,52.2111292,6.9141329
4969375,run,158.36,,2012-03-25 17:00:31,62.6,52.1550024,6.7417921
4969375,run,122.672,,2012-03-24 15:00:05,214.45,52.3147749,6.9881952
430859,bike,130.396,,2014-07-27 15:13:31,104.0,43.86807854287326,10.565145118162036
430859,bike,135.242,,2014-07-26 15:53:36,168.11666666666667,43.8681354559958,10.565202534198761
430859,bike,129.192,,2014-07-16 15:07:01,135.71666666666667,43.868101593106985,10.565173784270883
430859,bike,121.28,,2014-07-04 13:48:44,94.45,43.86812087148428,10.56514780037105
430859,bike,116.436,,2014-07-03 14:03:27,185.95,43.8681336119771,10.56515065021813
430859,bike,130.772,,2014-06-26 14:19:27,62.25,43.86811098083854,10.565169593319297
430859,bike,131.9,,2014-06-22 13:44:59,162.4,43.86808583512902,10.565204210579395
430859,bike,135.26,,2014-06-21 15:24:48,189.96666666666667,43.86812908574939,10.565239414572716
430859,bike,140.356,,2014-06-10 14:51:20,203.46666666666667,43.858612943440676,10.56033130735159
430859,bike,131.748,,2014-06-09 14:45:53,110.5,43.86804702691734,10.56514679454267
430859,bike,126.774,,2014-06-07 13:56:45,63.266666666666666,43.86811416596174,10.565165570005774
430859,bike,119.6,,2014-06-04 16:23:36,115.3,43.868142077699304,10.56518392637372
430859,bike,126.238,,2014-06-03 16:00:42,147.01666666666668,43.86810377240181,10.56517705321312
430859,bike (transport),116.194,,2014-05-09 23:01:46,84.41666666666667,43.86813746765256,10.565190631896257
430859,bike,133.414,,2014-04-16 15:23:56,199.08333333333334,43.8681476097554,10.56494445540011
430859,bike,141.222,,2014-04-15 15:41:00,90.11666666666666,43.868123637512326,10.565179148688912
430859,bike,130.934,,2014-04-10 17:36:50,90.18333333333334,43.868142077699304,10.565289622172713
430859,bike,129.312,,2014-04-08 16:55:07,132.3,43.86817811988294,10.56517168879509
430859,bike (transport),111.406,,2014-04-03 21:11:39,75.9,43.86819362640381,10.56518736295402
430859,bike (transport),111.044,,2014-03-30 16:04:22,118.45,43.868169989436865,10.565187279134989
430859,bike,137.742,,2014-03-29 16:23:04,206.08333333333334,43.86810712516308,10.565219968557358
430859,bike (transport),108.756,,2013-06-20 16:16:18,191.58333333333334,43.83768257685006,10.52104901522398
430859,bike (transport),109.288,,2013-06-15 16:37:20,143.18333333333334,43.83767352439463,10.521020852029324
430859,bike (transport),114.02,,2013-06-14 16:21:50,202.43333333333334,43.83790855295956,10.521323857828975
430859,bike (transport),105.914,,2013-06-13 13:53:52,88.36666666666666,43.83775365538895,10.521182538941503
430859,bike (transport),105.728,,2013-06-12 13:55:35,79.21666666666667,43.83776715025306,10.521194273605943
430859,bike (transport),112.572,,2013-06-08 16:23:54,195.35,43.83775784634054,10.521141132339835
430859,bike (transport),102.716,,2013-06-07 16:03:30,92.28333333333333,43.83780436590314,10.521191507577896
430859,bike (transport),111.228,,2013-05-22 15:32:50,106.18333333333334,43.837814927101135,10.52112964913249
430859,bike (transport),116.494,,2013-05-21 15:56:33,77.48333333333333,43.83773462846875,10.521135851740837
430859,bike (transport),115.592,,2013-05-15 15:16:09,58.93333333333333,43.83770923130214,10.5205540638417
430859,bike (transport),111.938,,2013-05-10 15:21:27,59.46666666666667,43.83782791905105,10.521152364090085
430859,bike (transport),107.636,,2013-05-09 15:43:13,136.98333333333332,43.837873013690114,10.521161751821637
430859,bike (transport),115.784,,2013-05-08 13:54:27,81.06666666666666,43.83774342946708,10.521274488419294
430859,bike (transport),112.98,,2013-04-19 14:21:24,66.36666666666666,43.83778056129813,10.521210534498096
430859,bike (transport),116.87,,2013-04-17 13:57:40,93.16666666666667,43.83785868063569,10.521036945283413
430859,bike (transport),110.7,,2013-04-15 16:12:13,147.16666666666666,43.83778626099229,10.52122788503766
430859,bike (transport),103.882,,2013-02-08 19:51:03,96.18333333333334,43.837839318439364,10.521220760419965
430859,bike (transport),112.26,,2013-02-03 22:49:31,120.23333333333333,43.83769288659096,10.520806778222322
430859,bike (transport),112.048,,2013-01-03 19:14:18,111.55,43.83778014220297,10.521307177841663
430859,bike (transport),111.83,,2012-12-31 18:42:28,113.91666666666667,43.837793972343206,10.521257054060698
430859,bike (transport),108.342,,2012-12-29 19:13:32,99.7,43.837728928774595,10.52132511511445
430859,bike (transport),99.806,,2012-12-22 19:02:07,84.68333333333334,43.837785590440035,10.521229477599263
430859,bike (transport),118.056,,2012-12-06 19:10:20,85.15,43.83782104589045,10.521091260015965
430859,bike (transport),106.102,,2012-12-03 22:55:43,58.71666666666667,43.837652234360576,10.521101234480739
430859,bike (transport),98.868,,2012-11-17 21:58:08,128.48333333333332,43.83776958100498,10.521215815097094
430859,bike,116.97,,2012-11-15 21:20:18,114.0,43.83769355714321,10.521321762353182
430859,bike,131.374,,2012-11-10 17:41:01,133.56666666666666,43.83780780248344,10.521202320232987
430859,bike,123.888,,2012-10-30 15:19:01,159.75,43.83782624267042,10.521145155653358
430859,bike,120.82,,2012-10-24 20:01:45,162.11666666666667,43.8377557,10.5211969
430859,bike,122.312,,2012-10-23 14:25:30,157.61666666666667,43.837756756693125,10.521182790398598
430859,bike (transport),111.236,,2012-10-22 14:06:19,97.68333333333334,43.837799252942204,10.521069467067719
430859,bike,123.58,,2012-10-21 14:27:28,97.7,43.83771342225373,10.521165104582906
430859,bike,116.14,,2012-10-20 14:24:06,100.15,43.83776396512985,10.521219167858362
430859,bike,129.552,,2012-10-18 14:02:03,188.01666666666668,43.83783219382167,10.521251019090414
430859,mountain bike,112.472,,2012-10-17 16:17:12,138.73333333333332,43.83785180747509,10.521056726574898
430859,bike (transport),103.75,,2012-10-16 20:52:34,97.05,43.83778441697359,10.521230399608612
430859,bike,128.04,,2012-10-13 14:25:54,219.65,43.837843677029014,10.521276500076056
430859,bike,124.544,,2012-10-11 14:28:57,153.7,43.837777795270085,10.522702680900693
430859,bike,115.068,,2012-10-10 18:45:12,126.0,43.83770193904638,10.521229980513453
430859,bike,115.666,,2012-10-08 21:13:22,100.61666666666666,43.83769791573286,10.521074328571558
430859,bike (transport),98.702,,2012-10-07 21:17:11,90.71666666666667,43.83778877556324,10.521156638860703
430859,bike,111.688,,2012-10-06 15:40:35,144.6,43.837488451972604,10.520886154845357
430859,bike,121.92,,2012-10-05 15:26:27,201.11666666666667,43.83770973421633,10.52118681371212
430859,bike,121.662,,2012-09-29 20:22:20,137.68333333333334,43.83777008391917,10.521212294697762
430859,bike,114.036,,2012-09-28 17:02:03,183.95,43.837835965678096,10.52102261222899
430859,bike,121.314,,2012-09-25 15:17:44,189.16666666666666,43.83782247081399,10.521239535883069
430859,bike,96.432,,2012-09-18 15:57:44,168.23333333333332,43.83782590739429,10.521253198385239
430859,bike,107.11,,2012-09-17 16:37:34,99.85,43.83787284605205,10.521188406273723
430859,bike,102.756,,2012-09-16 15:45:16,198.55,43.83784208446741,10.52129133604467
430859,bike,120.25,,2012-09-15 14:51:14,188.8,43.837864799425006,10.521201817318797
430859,bike,121.102,,2012-09-14 20:49:39,144.4,43.837716691195965,10.521530136466026
430859,bike,110.314,,2012-09-12 15:16:35,109.63333333333334,43.83785532787442,10.52137448452413
430859,bike,105.862,,2012-09-11 19:32:11,145.91666666666666,43.83784736506641,10.521329557523131
430859,bike,101.966,,2012-09-11 15:49:02,86.65,43.83780092932284,10.521194525063038
430859,bike,104.246,,2012-09-10 20:07:19,172.6,43.837712751701474,10.521622924134135
430859,bike,113.558,,2012-09-09 14:22:39,179.6,43.83774971589446,10.521269459277391
430859,bike,106.018,,2012-09-07 14:48:47,185.28333333333333,43.83782305754721,10.521148005500436
430859,bike,111.072,,2012-09-06 12:55:43,253.68333333333334,43.83764477446675,10.521145910024643
430859,bike,117.762,,2012-09-05 14:26:18,157.83333333333334,43.837639493867755,10.521149346604943
430859,bike,114.97,,2012-08-30 18:11:36,277.2,43.83761627599597,10.521089332178235
430859,bike,111.996,,2012-08-30 13:39:17,144.41666666666666,43.837657514959574,10.521351601928473
430859,bike,109.91,,2012-08-29 12:56:47,155.85,43.83765835314989,10.521491328254342
430859,bike,103.256,,2012-08-28 12:59:41,160.03333333333333,43.83779187686741,10.521286139264703
430859,bike,103.62,,2012-08-27 12:39:46,90.26666666666667,43.83768240921199,10.521193016320467
430859,bike,118.818,,2012-08-19 13:02:09,217.0,43.83779279887676,10.521106263622642
430859,bike,119.486,,2012-08-07 18:46:47,286.03333333333336,43.83779967203736,10.521213635802269
430859,bike,117.12,,2012-06-27 13:50:21,120.71666666666667,43.83785096928477,10.52114725112915
430859,bike,97.892,,2012-06-21 22:46:36,88.28333333333333,43.837661538273096,10.521557042375207
430859,bike,132.304,,2012-06-13 20:02:13,134.2,43.837750889360905,10.521421590819955
430859,bike,106.45,,2012-05-17 22:37:50,103.86666666666666,43.837796403095126,10.52115605212748
430859,bike,114.348,,2011-06-23 12:26:44,112.16666666666667,43.8364969,10.6203089
430859,bike,121.226,,2011-05-28 13:50:39,186.73333333333332,43.836300903931296,10.6203270424157
430859,bike,121.094,,2011-05-26 23:10:59,63.35,43.8363221101463,10.620367443189
430859,bike,113.206,,2011-05-26 14:25:38,88.03333333333333,43.836349854245796,10.620331149548301
430859,bike,109.668,,2011-05-21 15:48:40,73.2,43.8363397121429,10.5004892125726
430859,bike,107.85,,2011-05-20 16:49:46,169.08333333333334,43.83630366995931,10.620451932773
430859,bike,114.822,,2011-05-18 13:30:04,61.983333333333334,43.8363816216588,10.620325617492199
430859,bike,136.14,,2011-01-02 20:36:52,111.0,43.844728069379904,10.4786515049636
430859,bike,124.388,,2010-12-14 21:02:37,78.21666666666667,43.8363274745643,10.620334921404698
430859,bike,130.25,,2010-12-10 21:31:16,93.18333333333334,43.8357906136662,10.620456542819701
430859,bike,127.764,,2010-12-09 22:01:54,66.25,43.8447577,10.4787384
430859,bike,137.76,,2010-11-17 21:31:41,104.93333333333334,43.8363439,10.6203541
430859,bike,124.528,,2010-11-06 21:52:33,66.18333333333334,43.8364417,10.6204225
430859,bike,134.92,,2010-11-05 20:20:19,96.21666666666667,43.841847,10.4791604
430859,bike,129.54,,2010-11-05 16:57:26,76.51666666666667,43.8363385,10.6202888
430859,bike,128.478,,2010-11-04 20:58:48,111.46666666666667,43.8363433163613,10.620300052687499
279317,rowing,149.58,,2015-08-03 00:03:20,28.166666666666668,55.769941,12.608582
279317,bike (transport),115.43,,2015-05-20 10:45:35,47.36666666666667,55.758326,12.40683
279317,bike (transport),127.492,,2014-06-07 21:46:01,36.55,55.714852,12.585669
279317,bike,111.746,,2014-05-19 21:25:02,45.7,55.865792,12.380276
279317,rowing,145.304,,2014-05-19 11:18:44,73.96666666666667,55.715106,12.58698
279317,run,146.012,,2014-05-17 18:06:09,82.51666666666667,55.578195,12.633958
279317,rowing,141.582,,2014-05-16 11:05:45,82.36666666666666,55.714874,12.587049
279317,run,155.288,,2014-05-15 16:05:05,56.06666666666667,55.877178,12.376806
279317,run,144.718,,2014-05-13 21:08:14,72.9,55.771842,12.494291
279317,bike,117.128,,2014-05-12 10:23:21,28.283333333333335,55.77171,12.493991
279317,run,146.33,,2014-05-11 16:03:37,83.46666666666667,55.771513,12.494322
279317,run,137.61,,2014-05-05 20:58:41,77.0,55.772241,12.49486
279317,rowing,142.366,,2014-05-04 20:59:22,69.96666666666667,55.714901,12.58734
279317,bike,103.326,,2014-05-02 20:34:34,36.13333333333333,55.864127,12.386435
279317,bike,124.872,,2014-05-02 13:02:47,63.38333333333333,55.714848,12.585683
279317,bike,125.522,,2014-05-02 10:07:58,32.766666666666666,55.767662,12.50159
279317,rowing,125.698,,2014-04-24 11:37:50,67.41666666666667,55.7148802,12.5871031
279317,run,148.846,,2014-04-20 14:32:22,70.08333333333333,55.7704722,12.4953499
279317,rowing,144.446,,2014-04-19 18:19:35,87.71666666666667,55.7148341,12.5871021
279317,rowing,138.23,,2014-04-12 15:40:11,88.45,55.7149137,12.5870758
279317,rowing,147.914,,2013-08-17 19:04:50,56.9,56.0563755,12.6781294
279317,run,157.824,,2013-05-17 16:17:19,53.05,55.8771402,12.3767499
279317,orienteering,150.3,,2013-04-14 17:33:56,48.88333333333333,55.8819442,12.3866542
279317,run,150.38,,2013-02-08 18:02:22,72.78333333333333,55.8658558,12.3789784
279317,run,142.768,,2013-01-30 18:05:38,51.0,55.8665805,12.3803071
279317,bike,92.37,,2012-11-16 21:15:32,43.36666666666667,55.8670539,12.3819528
279317,run,139.35,,2012-11-07 18:04:34,43.86666666666667,55.8665746,12.3804345
279317,bike,109.592,,2012-10-25 19:36:30,51.06666666666667,55.8669473,12.3817693
279317,rowing,154.874,,2012-08-11 16:16:40,56.583333333333336,55.7725998,12.4452787
279317,run,136.118,,2012-08-06 23:54:16,54.05,55.7714874,12.4943249
279317,rowing,148.384,,2012-08-05 14:21:06,56.96666666666667,55.7726592,12.4453174
279317,run,136.394,,2012-08-04 16:46:33,64.0,55.7716749,12.4941561
